"AirQualityStationNatCode","Longitude.laea","Latitude.laea","Longitude.wgs84","Latitude.wgs84","AirQualityStationType","AirQualityStationArea","AQValue","tropomi","industry_25","industry_50","industry_100","industry_300","industry_500","industry_800","industry_1000","industry_3000","industry_5000","road_class_1_25","road_class_1_50","road_class_1_100","road_class_1_300","road_class_1_500","road_class_1_800","road_class_1_1000","road_class_1_3000","road_class_1_5000","road_class_2_25","road_class_2_50","road_class_2_100","road_class_2_300","road_class_2_500","road_class_2_800","road_class_2_1000","road_class_2_3000","road_class_2_5000","road_class_M345_25","road_class_M345_50","road_class_M345_100","road_class_M345_300","road_class_M345_500","road_class_M345_800","road_class_M345_1000","road_class_M345_3000","road_class_M345_5000"
"136",24941.8586929292,-132922.004723844,5.971114,50.888058,"traffic","urban",26.43825925,6.32973194122314,0,0,0,0,0,0,20,380.625,1178.75,0,0,0,0,4.41606426239014,5.06172609329224,5.7414083480835,11.6524620056152,12.666955947876,0,0,0,0,0,0,0.537171900272369,6.92511463165283,5.6161994934082,4.78501605987549,4.20560073852539,5.60028076171875,16.5434799194336,21.641731262207,28.3289031982422,33.1023216247559,51.3558959960938,72.1100463867188
"230",-32467.8090214448,-62636.2967622361,5.148902,51.519444,"background","rural",21.08552716,5.31006622314453,0,0,0,0,0,0,0,85.4166641235352,119.25,0,0,0,0,0,0,0,5.62785243988037,10.1987056732178,0,0,0,0,0,0,0,0.552254736423492,1.95744585990906,0,0,0.238688245415688,1.78609359264374,1.94296717643738,1.93985760211945,2.13741230964661,8.52627563476562,25.791576385498
"235",-87363.1376023901,-71383.1798454159,4.360286,51.435001,"background","rural",17.87514957,6.31053352355957,0,0,0,0,0,19.53125,92.5,135,142.75,0,0,0,0,0,0,0,0,2.49286675453186,0,0,0,0,0,0,0,2.10994720458984,2.54134345054626,0,0,0,0.212998479604721,0.357920736074448,0.529139220714569,2.92170643806458,17.025821685791,19.9486541748047
"236",-9997.94830181858,-68262.3642986707,5.472784,51.469723,"traffic","urban",24.466614,5.49143552780151,0,0,0,0,0,0,23.125,384.166656494141,1833.125,0,0,0,0,0,0,0,1.97234880924225,13.8575611114502,0,0,0,0,0,0,0.451863944530487,9.2889461517334,10.413275718689,0,1.25890696048737,3.52090883255005,8.31172657012939,15.415111541748,22.2398834228516,25.0538196563721,62.5140190124512,91.5036773681641
"237",-13054.2735034773,-70974.873655058,5.4289,51.44528,"traffic","urban",29.48280305,5.44511985778809,0,0,0,0,0,5.46875,88.75,1541.875,1938.25,0,0,1.51033413410187,7.22599697113037,10.208179473877,12.4153490066528,13.9118051528931,11.6432886123657,15.6620655059814,0,0,0,0,0,0,0,5.70173168182373,8.12946891784668,0,0,0,2.33371639251709,8.28134727478027,16.593147277832,23.2232570648193,67.4129028320312,96.143798828125
"240",-54859.2666868699,-54191.1367826081,4.825008,51.593609,"traffic","suburban",33.34264095,5.93361759185791,100,125,200,443.75,547.5,662.5,825,484.166656494141,1020.75,0,0,0,1.09190857410431,5.99331140518188,5.90910530090332,5.55675935745239,5.39574527740479,7.47205448150635,0.636299073696136,1.52193999290466,3.2977728843689,4.92042541503906,4.68367099761963,4.56059503555298,4.75521564483643,6.59460544586182,7.22559213638306,0,0,0,3.12944102287292,3.39851355552673,5.29581594467163,8.10980129241943,44.4943161010742,62.9736862182617
"241",-57906.9445305587,-53075.1633159489,4.780847,51.603333,"background","suburban",23.28607423,5.93361759185791,0,0,0,68.75,230,439.0625,630.625,1384.375,1345.375,0,0,0,0,0,0,0,0,6.27772951126099,0,0,0,4.8644585609436,5.96787643432617,5.91477680206299,5.9485387802124,6.42609071731567,8.8986873626709,0,0,0.762398898601532,3.80163168907166,5.57438373565674,15.8485584259033,22.9698238372803,56.3848037719727,77.5618286132812
"247",-15539.8450049222,-75171.0315231387,5.393333,51.407501,"background","urban",19.21197943,5.49844932556152,0,0,0,0,0,0,75.625,615,1126.5,0,0,0,0,0,0,0,7.96446895599365,10.4227533340454,0,0,0,0,0,0,0,0.263471871614456,0.996266484260559,0,0,0,1.09179377555847,2.7368803024292,9.14317893981934,11.5869140625,31.8783950805664,50.2699737548828
"301",-117666.552635396,-48450.1129649944,3.916947,51.635559,"background","rural",14.77305564,5.78684854507446,0,0,0,81.25,198.75,445.3125,511.875,312.5,187.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1965309381485,1.41202414035797,3.81312704086304,3.6419575214386,0,0,0,0,0,0.985689401626587,1.21939790248871,18.3570861816406,13.1382732391357
"318",-130224.796827094,-86014.7962593833,3.749458,51.295277,"background","rural",15.348771,6.30909156799316,0,0,0,0,0,0,0,3.33333325386047,131.75,0,0,0,0,0,0,0,3.49192118644714,6.12114667892456,0,0,0,0,0,0,0,0.153197646141052,0.31214314699173,0,0,0,0,0,0,0,7.00477886199951,11.1176710128784
"404",-91005.2369134553,242.452986429493,4.289172,52.078056,"background","urban",24.40223844,6.57428932189941,0,0,6.25,85.4166641235352,66.25,56.25,51.875,214.79167175293,566,0,0,0,0,0,0,0,1.02308738231659,1.9901716709137,0,0,0,3.27714157104492,3.94558835029602,6.05891847610474,6.4000039100647,15.4828281402588,16.6226425170898,2.93037009239197,4.21951675415039,7.83478164672852,14.6133480072021,27.1078052520752,47.4219131469727,61.9473648071289,150.134078979492,184.070983886719
"418",-78188.0872387268,-18120.0652240166,4.480289,51.915001,"background","urban",31.63162061,7.19087743759155,0,0,0,0,0,0,0,345.208343505859,2070.75,0,0,0,0,0,0,0,3.27732062339783,15.2377672195435,0,0,0,0.0780749693512917,3.50697231292725,4.09415626525879,4.10501194000244,7.21678256988525,9.32930374145508,4.00135183334351,5.5057258605957,9.29571342468262,20.0803184509277,31.6360168457031,38.9356117248535,47.4164428710938,150.377410888672,163.629501342773
"433",-88744.2318632965,-18345.902440568,4.326953,51.911392,"traffic","urban",34.06634252,7.1334662437439,0,0,0,0,0,171.09375,333.125,1526.45837402344,3196.5,0,0,0,0,0,2.72160267829895,3.7696807384491,7.36575794219971,16.879753112793,0,0,0,0,0,0,0,0,0.0275657474994659,4.29021263122559,4.25630617141724,4.64620399475098,17.0395584106445,28.3740520477295,38.9490127563477,42.8078308105469,40.4624862670898,53.3778266906738
"437",-80441.0348758389,-32273.1087446492,4.450841,51.787498,"background","rural",18.63334308,6.66999959945679,0,0,0,4.16666650772095,2.5,67.1875,98.125,76.6666641235352,415.125,0,0,0,0,0,0,0.59459787607193,4.46838665008545,5.55230617523193,0,0,0,0,0,0,0,0.79240220785141,3.26257634162903,0,0,0,0.403690814971924,1.65711307525635,2.75759148597717,4.19407320022583,12.8586721420288,25.4309101104736
"442",-62665.4750090106,-31061.5682878836,4.708214,51.800659,"background","urban",22.93368692,6.38027715682983,125,162.5,306.25,262.5,188.75,250,243.75,760.208312988281,1334.625,0,0,0,0,0,1.41941523551941,3.91000247001648,3.58805179595947,9.35781097412109,0,0,0,0,0,0,0,1.58223068714142,2.14188885688782,0.240950167179108,1.45194828510284,2.97486138343811,10.7579593658447,13.7572460174561,21.235200881958,25.0445041656494,52.2305526733398,78.2831954956055
"444",-75475.4599979041,24466.0178741218,4.510286,52.298054,"background","rural",14.30828149,5.87781286239624,0,0,0,0,0,0,0,83.9583358764648,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.805171251297,4.75545787811279,0,0,0,0,1.18397605419159,2.54106211662292,3.0403516292572,8.56367492675781,17.4939880371094
"445",-89163.8106227469,-130.884493379259,4.316125,52.075,"traffic","urban",33.93802746,6.57428932189941,0,0,0,0,0,0,23.125,404.166656494141,932,0,0,0,0,0,0,0,3.15880918502808,11.0649681091309,0,0,0,0,0,1.17347455024719,2.92058610916138,15.6593656539917,18.6139678955078,4.98125839233398,5.01556158065796,7.17388534545898,18.5935020446777,26.1547069549561,43.1256332397461,52.3221588134766,144.773056030273,193.314025878906
"446",-86185.2858391038,-4109.20827502647,4.360564,52.039722,"background","suburban",26.85695585,6.59041357040405,0,0,43.75,331.25,585,482.03125,387.5,1151.66662597656,1447.625,0,0,0,0,0,5.87572860717773,11.0065183639526,18.0863590240479,19.2579040527344,0,0,0,0,0,0,0,0.831470787525177,7.9094295501709,1.66627621650696,1.99799072742462,5.9819507598877,15.1209230422974,23.9716644287109,29.722297668457,32.5398292541504,80.3635482788086,158.043930053711
"HGV",-86882.6958350577,-23417.9344792075,4.355278,51.866108,"industrial","urban",26.88322845,6.53609561920166,0,0,0,0,0,0,8.125,2126.875,3820.62475585938,0,0,0,0,0,0,0.0610971003770828,14.0647001266479,14.5880136489868,0,0,0,0.52233624458313,3.40957808494568,4.04651355743408,4.07001447677612,4.05480813980103,5.06089353561401,0,0,0,6.99204111099243,16.036003112793,23.2885284423828,24.8723850250244,35.5539436340332,57.0453262329102
"RPW",-78172.9797190791,-20778.5901762376,4.481111,51.891113,"traffic","urban",40.51985327,7.19087743759155,0,0,0,0,133.75,206.25,245.625,895.625,2453.125,0,0,0,0,0.434938013553619,0.837990701198578,0.887211740016937,2.26133561134338,16.5549163818359,5.01683187484741,3.71296811103821,3.73396849632263,4.18086194992065,4.90636444091797,5.4789776802063,6.64803886413574,7.29664278030396,9.14187335968018,3.71592903137207,4.27006673812866,7.42122745513916,24.2210788726807,38.12255859375,46.5873680114746,54.3182334899902,116.9130859375,160.505355834961
"RZW",-77728.4040537406,-20476.4728800226,4.4875,51.89389,"background","urban",28.18948524,7.19087743759155,0,0,0,58.3333320617676,176.25,200,260,758.125,2115.75,0,0,0,0,0,0.0424374043941498,0.411472827196121,2.35838079452515,17.7839775085449,0,0,0,0,1.93727684020996,4.59864187240601,5.68792200088501,7.76007604598999,8.92932224273682,0,1.0040557384491,5.11553335189819,21.46413230896,31.187162399292,47.2556648254395,58.2200584411621,121.658416748047,167.12614440918
"RID",-71764.5916776088,-23347.4365277719,4.574722,51.868889,"traffic","urban",37.97889193,6.38027715682983,0,0,0,0,0,0,0,1171.25,1647.25,0,0,2.36527013778687,10.4611511230469,13.2994966506958,19.5989265441895,22.720064163208,19.7393360137939,22.589994430542,0,0,0,0,0,0,0,0.0108963632956147,1.92764413356781,0.984074234962463,0.707402050495148,0.999312818050385,3.18011808395386,3.39066600799561,5.73991346359253,7.04521799087524,51.6534385681152,78.6088638305664
"RDO",-81529.6537084696,-15501.1892035802,4.431111,51.938056,"traffic","urban",37.75490621,7.19087743759155,0,0,0,52.0833320617676,73.75,51.5625,199.375,1663.54162597656,2092,1.1173757314682,2.87266325950623,3.58479642868042,4.73245859146118,5.77095413208008,6.76180219650269,10.7583637237549,11.3082332611084,13.1982107162476,0,0,0,0,0,0.0869081318378448,0.638358771800995,4.95686674118042,7.05616331100464,2.68035650253296,2.58012509346008,2.04229307174683,3.06102299690247,9.63272476196289,18.5087127685547,20.6137962341309,68.4124221801758,112.560401916504
"RDS",-79448.165142045,-16771.2061755902,4.461667,51.926944,"traffic","urban",44.30123399,7.19087743759155,0,0,0,0,0,0,0,722.291687011719,2244.25,0,0,0,0,0,0,0.167632266879082,8.65392684936523,10.3300867080688,1.09093463420868,1.76929473876953,3.4906964302063,3.83523607254028,4.60455226898193,4.49496650695801,4.4095253944397,6.62762117385864,9.2615909576416,3.85121440887451,4.96478700637817,8.72096157073975,22.4438304901123,29.961368560791,42.1793899536133,54.3578834533691,127.809844970703,147.88623046875
"SDM",-83604.8648422721,-17352.6917897578,4.401389,51.921111,"background","urban",31.33188914,7.19087743759155,0,0,0,0,0,233.59375,555.625,2758.75,3382.87524414062,0,0,0,0,0.518812477588654,5.41879034042358,5.87449502944946,15.608283996582,16.9115428924561,0,0,0,0,0,0,0,0.378091335296631,3.24054384231567,1.34426319599152,3.97807765007019,9.70594215393066,18.4878425598145,24.3332748413086,26.8566608428955,30.4772720336914,64.1708297729492,97.8247909545898
"MSL",-95523.8434749196,-15933.8385616519,4.227778,51.931946,"industrial","urban",31.14523182,7.1334662437439,0,0,0,0,0,2.34375,48.125,1461.04162597656,1950.125,0,0,0,0,0,0,0,3.94186329841614,9.49440765380859,0,0,0,0,0,0,0,0,4.96381425857544,3.45977592468262,3.00723671913147,4.2811393737793,8.88094043731689,9.42340755462646,12.4510316848755,13.9711923599243,27.7872714996338,32.8705024719238
"HHB",-102734.436823331,-10659.3977063955,4.121389,51.978056,"industrial","rural",28.59846944,6.75201797485352,0,0,0,0,0,0,0,794.791687011719,2350.75,0,0,0,0,0,0,0,0,1.95357477664948,0,0,0,0.926720857620239,2.47901129722595,2.07792520523071,1.89527559280396,2.96626424789429,3.84157776832581,0,0,0,1.68650925159454,4.96502685546875,9.17669582366943,13.2901420593262,13.0259790420532,14.5632123947144
"538",-38159.9262977318,80420.6757849093,5.050842,52.804722,"background","rural",12.16566939,3.61040878295898,0,0,0,0,0,0,0,775.833312988281,1661.5,0,0,0,0,0,0,0,4.51318645477295,4.85896968841553,0,0,0,0,1.49896264076233,1.8308197259903,1.89738070964813,2.22843551635742,4.97152757644653,0,0,0,0,0,0.0285914000123739,0.022873118519783,1.99617445468903,5.68344306945801
"546",-53378.3444979583,37773.7811717464,4.832064,52.420219,"industrial","urban",30.41997446,6.26852512359619,0,0,0,0,260,1190.625,1787.5,4628.95849609375,4920.50048828125,0,0,0,0,0,0,0,10.8744630813599,17.1500587463379,0,0,0,0,0,1.26003444194794,3.03023147583008,7.81105995178223,13.3075532913208,0,0,0,0,1.28269219398499,4.17277669906616,4.52415609359741,29.8485260009766,53.0483360290527
"551",-68967.6713786688,42729.0599664322,4.601922,52.463014,"industrial","urban",26.55001158,5.09729814529419,0,0,0,6.25,83.75,170.3125,254.375,2675,2402,0,0,0,0,0,0,0,0,5.32060956954956,0,0,0,0,0,0,0,0,3.99207067489624,0,1.08048760890961,3.57312202453613,7.56630277633667,10.6217784881592,16.8146553039551,18.21728515625,20.462963104248,31.2571773529053
"561",-57468.5104102298,28176.1094523357,4.773589,52.333561,"background","rural",30.5321667,6.26852512359619,0,0,0,0,0,0,33.75,411.041656494141,744.375,0,0,0,0,0.586774528026581,6.1485276222229,8.52826499938965,16.8277778625488,22.4054546356201,0,0,1.31421613693237,1.89848709106445,1.95172727108002,1.97408354282379,1.99867594242096,2.41194415092468,5.14109659194946,0,1.25826549530029,2.162917137146,6.52280521392822,12.7247743606567,15.8814382553101,19.2985401153564,41.3436241149902,45.9488143920898
"564",-57999.7407539203,23048.5529392984,4.766678,52.287428,"background","rural",23.1219883,6.29683637619019,0,0,0,62.5,288.75,685.15625,765.625,972.291687011719,1151.625,4.44251203536987,3.57226467132568,3.90988087654114,3.96681976318359,4.34648752212524,5.28537893295288,5.06178426742554,14.9398641586304,23.2912197113037,0,0,0,0,0,0.687333226203918,1.61000561714172,3.65004968643188,7.90925931930542,0,0,0,0.402643769979477,1.48722839355469,4.02411365509033,4.87545299530029,21.6285076141357,38.7150268554688
"565",-61465.5556984206,27543.9956483603,4.715072,52.32745,"background","rural",23.54919921,6.29683637619019,0,0,0,0,0,0,0,227.70832824707,515.75,0,0,0,0,0,0,0,10.4856643676758,26.8438930511475,0,0,0,0,0,0,0,0,1.93085277080536,0,0,0,0,1.47697257995605,3.26609230041504,3.5658118724823,16.601095199585,52.1207656860352
"633",-53287.5319265747,6466.55289871271,4.838336,52.138889,"background","rural",16.0362792,5.45259046554565,0,0,0,0,0,0,0,35,108.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.603136241436005,0,0,0,0,0,0,0,5.83395719528198,11.8393850326538
"636",-33666.9423910841,2648.1007313845,5.125286,52.106111,"traffic","urban",28.56687719,5.30630588531494,0,0,0,0,0,0,0.625,309.166656494141,985.375,0,0,0,0,0,0,0,9.91662979125977,17.5336055755615,0,0,0,3.36784982681274,4.03029489517212,4.23803615570068,4.31732130050659,8.13746929168701,13.2515707015991,2.13976144790649,2.33010125160217,5.09883785247803,13.511402130127,20.9133758544922,32.4776420593262,40.7576637268066,94.872444152832,102.434394836426
"641",-42937.506721532,13506.8298628516,4.988614,52.203056,"traffic","rural",32.39306364,5.21389102935791,0,0,0,0,0,0,0,57.0833320617676,115.625,0,0,0,3.33337235450745,3.80009913444519,3.93765258789062,3.9501781463623,5.19223499298096,5.28163146972656,0,0,0,0,0,0,0,2.43959498405457,2.87907576560974,0,0,0,0,0,0.835086345672607,1.40430295467377,15.7098159790039,22.6958160400391
"643",-33461.0201933374,2213.97765350593,5.128334,52.102222,"background","urban",22.12969968,5.30630588531494,0,0,0,0,0,0,0,253.54167175293,923.25,0,0,0,0,0,0,0,11.538402557373,18.4345149993896,0,0,0,3.47961640357971,3.85366821289062,3.99909138679504,4.14528560638428,9.31735897064209,12.8754987716675,0,1.06459248065948,3.13505101203918,11.9693393707275,19.3344230651855,32.31884765625,38.9137878417969,95.0522842407227,102.886009216309
"644",-47636.1334350997,-11867.3641807141,4.92343,51.97464,"background","rural",17.38407081,5.15511178970337,0,0,0,0,0,0,0,0,134.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.695096790790558,1.86935520172119,2.91365313529968,0,0.516036629676819,1.80952453613281,2.30164074897766,2.87032699584961,3.60217833518982,5.35414123535156,13.3937683105469,16.9360504150391
"701",-54389.1852719936,41098.9941216345,4.816667,52.450001,"background","urban",22.28240609,5.20421600341797,0,0,0,12.5,132.5,255.46875,264.375,954.166687011719,2420,0,0,0,0,0,0.585160136222839,0.928536593914032,8.24322319030762,10.8348484039307,0,0,1.97614622116089,3.68041300773621,3.81049561500549,5.86818790435791,5.95721864700317,8.68610095977783,8.93596363067627,0,0,0,2.67229509353638,2.93176317214966,9.72634601593018,14.1145324707031,42.5005531311035,40.1158561706543
"703",-60349.1509112068,35604.0793578564,4.73,52.400002,"background","rural",19.76776658,6.26852512359619,0,0,0,0,0,23.4375,95,1355.20837402344,2593.25,0,0,0,0,0,0,0,8.78592109680176,17.0924491882324,0,0,0,0,0,0,0,3.20027542114258,7.65416383743286,0,0,0.546055912971497,2.30072546005249,3.42665147781372,3.59967517852783,4.06102991104126,15.7471590042114,21.5847682952881
"704",-57587.7671517645,38909.4447187809,4.77,52.43,"industrial","urban",26.4081833,6.26852512359619,0,0,0,0,5,210.15625,432.5,2383.75,3424.87524414062,0,0,0,0,0,0,0,0,5.40605211257935,0,0,0,1.45146548748016,2.10692381858826,2.2088623046875,2.17809724807739,8.09988784790039,11.3262214660645,0,0,0,0,0.0874748006463051,3.4413115978241,4.06948757171631,9.0896463394165,26.682300567627
"722",67791.8641165166,1480.51569238101,6.605839,52.0925,"background","rural",13.14038359,4.29191207885742,0,0,0,0,0,0,0,207.91667175293,430.25,0,0,0,0,0,0,0,4.09453535079956,4.69996452331543,0,0,0,0,0,0,0,0,0.824551045894623,0,0,0,1.84899663925171,1.94192898273468,1.97516047954559,1.9944828748703,15.3189659118652,22.4585247039795
"738",6299.24017599888,3249.25489380023,5.708619,52.112499,"background","rural",15.22019301,4.56930351257324,0,0,0,0,0,89.84375,148.75,58.125,93.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.841564238071442,3.58978867530823,0,0,0,0.961321294307709,5.14106702804565,6.46405076980591,6.2268009185791,5.91558980941772,9.21006679534912
"741",16634.1497879673,-26058.3004258091,5.858061,51.848889,"traffic","urban",32.1627869,5.26066112518311,0,0,0,0,0,53.90625,88.75,757.291687011719,1110.25,0,0,0,0,0,0,0,0,1.09141838550568,0,0,0,0,0,0.374803453683853,2.35512638092041,8.76710987091064,10.4369630813599,2.14613032341003,2.46009016036987,3.82180666923523,12.3477182388306,19.0687808990479,26.8162498474121,33.7600250244141,73.7035903930664,81.0398559570312
"742",16637.835738043,-27170.9417348025,5.858061,51.838889,"background","urban",22.79054256,5.26066112518311,0,0,0,0,0,0,0.625,769.791687011719,980.5,0,0,0,0,0,0,0,0,0.477820366621017,0,0,0,3.15777230262756,4.19350671768188,3.85308909416199,3.72789740562439,10.678861618042,10.872239112854,0,1.05476021766663,5.50422096252441,16.457160949707,24.6418781280518,39.086799621582,48.9910545349121,78.817268371582,83.5927200317383
"807",53575.3343706066,34320.5101455312,6.403614,52.389168,"background","rural",12.15322868,3.82905554771423,0,0,0,0,0,0,0,0.416666656732559,41.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41183626651764,3.94039678573608,0,0,0.102295249700546,1.78865480422974,1.99403548240662,1.97885608673096,1.98775279521942,7.72061109542847,17.3145198822021
"818",27163.87629455,63686.6237776114,6.01807,52.655003,"background","rural",11.05368928,3.87540078163147,0,0,0,0,0,0,0,0,362.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73186826705933,1.8870005607605,2.52247548103333,4.22557640075684,0,0,0,0.127284482121468,1.10868775844574,1.32228744029999,1.61172211170197,3.59257531166077,11.2103872299194
"918",-2904.33359175258,92757.7867756727,5.573492,52.916916,"background","rural",9.68206122,3.28839778900146,0,0,0,0,0,0,0,110.208335876465,76.25,0,0,0,0,0,0,0,0.469763100147247,1.2588609457016,0,0,0,0,0.792451798915863,1.69225478172302,1.815673828125,1.86935186386108,1.58670818805695,0,0,0,0,0,0,0,4.51051759719849,5.74639177322388
"929",88646.83877653,89081.2917788635,6.933333,52.876663,"background","rural",10.50815119,3.62554335594177,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54243540763855,0,0,0,0,0,3.10848999023438,5.30345773696899,5.74295568466187,14.1483058929443
"934",44029.3092983308,139111.581728774,6.277509,53.331665,"background","rural",8.31731511,3.01628232002258,0,0,0,0,0,32.8125,66.25,128.75,88.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08099973201752,1.38799870014191,2.1344199180603,3.39761447906494,0,0,0,0,0,0.543041527271271,0.696197748184204,2.85813665390015,7.93046569824219
